"","Word","I_Zscore","I_Mean_Accuracy","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"38755","approaching",-0.37,0.97,-0.6,1
"38756","approbate",0.51,0.23,1.09,0.56
"38757","april",-0.45,0.94,-0.74,1
"38758","apron",-0.27,0.94,-0.43,0.96
"38759","aprons",-0.23,0.97,-0.18,1
"38760","approbation",0.68,0.55,0.62,0.7
"38761","appropriate",-0.18,0.97,-0.01,0.96
"38762","appropriated",0.29,0.97,0.18,0.89
"38763","appropriately",0.44,1,-0.02,1
"38764","appropriateness",1.1,0.9,0.07,1
"38765","appropriates",0.61,0.94,0.26,0.82
"38766","appropriating",0.76,0.94,0.21,0.93
"38767","appropriation",0.44,0.93,0.18,0.92
"38768","appropriations",0.57,0.96,0.54,0.96
"38769","approval",-0.59,1,-0.64,1
"38770","approve",-0.45,0.97,-0.73,1
"38771","approved",-0.47,0.97,-0.59,0.97
"38772","approves",-0.42,1,-0.38,1
"38773","approving",-0.48,0.91,-0.48,0.96
"38774","approvingly",0.13,0.94,-0.04,1
"38775","approximate",-0.03,1,-0.33,1
"38776","approximated",0.13,1,-0.36,0.96
"38777","approximately",0.06,0.97,-0.43,1
"38778","approximations",0.29,0.94,-0.01,1
"38779","apricot",-0.16,0.97,-0.24,1
"38780","approximation",-0.13,0.94,-0.24,0.96
"38781","apropos",0.76,0.19,0.71,0.5
"38782","apse",1.04,0.13,0.13,0.46
"38783","apt",-0.11,0.91,-0.63,1
"38784","aptitude",0.29,0.82,-0.16,1
"38785","aptitudes",0.26,0.82,-0.19,0.92
"38786","aptly",0.01,0.65,-0.05,0.96
"38787","aptness",0.31,0.65,-0.05,0.96
"38788","aqualung",0.01,0.2,1.11,0.79
"38789","aquamarine",-0.06,0.83,0.24,0.82
"38790","aquanaut",1.07,0.18,1.34,0.64
"38791","aquaplane",1.16,0.39,0.6,1
"38792","aquarium",-0.08,0.91,-0.09,1
"38793","aquarius",0.04,0.97,-0.1,1
"38794","aquatic",-0.12,0.97,0.46,0.89
"38795","aqueduct",0.05,0.67,0.66,0.85
"38796","aqueducts",0.33,0.67,0.5,0.91
"38797","aqueous",0.48,0.65,0.41,0.7
"38798","aquinas",0.5,0.62,1.04,0.68
"38799","aquisition",0.21,0.91,0.26,1
"38800","arab",-0.18,0.94,-0.32,1
"38801","arabesque",0.57,0.48,0.59,0.77
"38802","arabia",0.02,0.97,-0.03,0.93
"38803","arabian",-0.37,0.97,-0.11,0.96
"38804","arabians",-0.04,0.97,0.23,1
"38805","arabic",-0.28,0.97,0.05,0.93
"38806","arabs",-0.41,1,-0.32,1
"38807","arachnid",0.81,0.41,1.18,0.81
"38808","arbiter",-0.01,0.42,0.3,0.86
"38809","arbitrarily",0.84,0.84,0.15,0.92
"38810","arbitrary",0.08,0.91,0.1,0.93
"38811","arbitrate",0.43,0.84,0.63,0.96
"38812","arbitrated",0.76,0.94,0.47,0.96
"38813","arbitration",0.74,0.88,0.79,0.96
"38814","arbitrator",0.27,0.82,0.44,0.96
"38815","arbor",-0.38,0.91,-0.5,0.96
"38816","arboreal",1.69,0.24,1.43,0.48
"38817","arboretum",1.15,0.32,0.61,0.35
"38818","arc",-0.55,0.97,-0.78,0.96
"38819","arcade",-0.36,0.97,-0.45,1
"38820","arcades",-0.06,0.97,-0.25,1
"38821","arcadia",0.52,0.78,0.2,0.85
"38822","arcane",0.17,0.23,0.21,0.89
"38823","arch",-0.58,0.94,-0.63,1
"38824","archaeological",1.09,0.96,0.68,0.89
"38825","archaeologist",0.63,0.94,0.33,0.96
"38826","archaeologists",0.59,1,0.44,1
"38827","archaeology",0.11,0.94,0.06,1
"38828","archaic",0.04,0.77,0.39,0.96
"38829","archaism",0.44,0.67,1.11,0.52
"38830","archangel",0.39,0.69,0.29,0.77
"38831","archangels",0.5,0.78,0.4,0.81
"38832","archbishop",0.06,0.87,0.36,0.89
"38833","archdeacon",1.72,0.37,1.77,0.58
"38834","archdiocese",0.42,0.35,0.68,0.68
"38835","archduke",0.01,0.67,0.16,0.88
"38836","arched",-0.29,0.97,-0.65,1
"38837","archenemy",1.12,0.39,1.55,0.5
"38838","archeological",0.21,0.94,0.3,0.88
"38839","archer",-0.26,0.94,-0.26,0.96
"38840","archery",-0.31,0.94,-0.24,0.97
"38841","arches",-0.36,1,-0.52,0.88
"38842","archetype",0.29,0.7,0.19,0.81
"38843","archimedes",0.52,0.81,0.68,0.8
"38844","arching",-0.09,0.97,-0.35,0.89
"38845","archipelago",0.63,0.48,0.65,0.74
"38846","architect",0.17,0.97,-0.52,0.93
"38847","architectonic",1.02,0.24,2.14,0.42
"38848","architects",0.21,0.94,-0.18,0.96
"38849","architect's",0.25,1,-0.33,1
"38850","architectural",0.52,0.91,0.27,0.92
"38851","architecturally",0.91,0.75,0.69,1
"38852","architecture",0.14,0.97,-0.13,0.96
"38853","architectures",0.7,0.83,0.42,1
"38854","archives",-0.38,0.97,-0.5,1
"38855","archtype",0.43,0.82,0.39,0.8
"38856","archway",-0.02,0.88,-0.29,0.93
"38857","arclike",0.72,0.26,0.49,0.96
"38858","arcs",0.31,0.79,-0.43,1
"38859","arctic",0.41,0.94,0.12,1
"38860","ardent",-0.12,0.65,-0.4,0.96
"38861","ardor",-0.07,0.5,-0.05,0.65
"38862","arduous",0.59,0.56,0.13,0.74
"38863","are",-0.46,0.97,-0.56,0.93
"38864","area",-0.69,0.94,-0.79,1
"38865","areas",-0.36,1,-0.18,1
"38866","area's",-0.12,0.94,-0.34,0.96
"38867","arena",-0.27,1,-0.43,1
"38868","arenas",0.07,0.94,-0.29,0.96
"38869","aren't",-0.11,1,-0.53,1
"38870","ares",0.3,0.45,0.36,0.62
"38871","argentina",-0.04,0.94,-0.04,1
"38872","argentine",0.41,0.91,0.06,0.96
"38873","argentinian",0.83,0.87,0.41,0.96
"38874","argon",0.3,0.91,-0.2,0.85
"38875","argonaut",0.53,0.7,1.06,0.71
"38876","argonauts",0.94,0.61,1.11,0.76
"38877","arguable",0.34,0.85,-0.19,0.96
"38878","argue",-0.58,0.97,-0.54,1
"38879","argued",-0.41,1,-0.56,1
"38880","argues",-0.18,0.94,-0.45,1
"38881","arguing",-0.36,1,-0.48,1
"38882","argument",-0.56,1,-0.4,1
"38883","arguments",-0.21,0.94,-0.48,1
"38884","aria",0.3,0.39,0.3,0.52
"38885","argumentation",0.61,0.94,0.61,0.92
"38886","argumentative",0.75,0.87,0.73,0.93
"38887","ariadne",1.03,0.26,1.01,0.31
"38888","arianism",1.12,0.42,0.76,0.68
"38889","arianist",1.12,0.28,1.34,0.74
"38890","arianists",1.41,0.38,1,0.71
"38891","arid",-0.1,0.76,-0.29,0.93
"38892","aries",0.07,0.88,-0.11,0.96
"38893","arigato",1.79,0.09,1.14,0.57
"38894","arise",-0.45,0.91,-0.48,1
"38895","arisen",0.44,0.64,0.37,0.65
"38896","arises",-0.19,0.97,-0.29,0.92
"38897","arising",-0.31,0.86,-0.32,0.96
"38898","aristocracy",0.38,0.97,0.43,0.72
"38899","aristocrat",0.33,1,0.16,0.96
"38900","aristocratic",0.48,0.91,0.39,0.88
"38901","aristocratically",1.17,0.93,1.15,0.77
"38902","aristocrats",0.1,0.97,0.15,0.96
"38903","armchair",-0.44,0.94,-0.3,1
"38904","armchairs",-0.02,1,-0.25,1
"38905","armed",-0.55,1,-0.75,1
"38906","aristotelian",1.3,0.57,0.99,0.44
"38907","aristotle",-0.2,0.97,0.25,0.96
"38908","aristotle's",-0.04,1,0.02,1
"38909","arithmetic",0.09,1,0.42,0.85
"38910","arithmetical",0.44,0.87,0.67,0.43
"38911","arithmetized",1.21,0.73,0.8,0.83
"38912","arizona",-0.64,1,-0.62,1
"38913","ark",-0.17,0.79,-0.65,1
"38914","arkansas",-0.15,0.97,-0.42,0.96
"38915","arlene",0.08,0.88,-0.23,1
"38916","arlene's",0.03,0.88,-0.11,0.96
"38917","arlington",0.02,0.94,0.11,0.96
"38918","arm",-0.48,1,-0.59,1
"38919","armada",0.23,0.59,0.2,0.96
"38920","armada's",0.4,0.43,1.01,0.88
"38921","armadillo",0.22,0.93,-0.02,0.96
"38922","armageddon",0.32,0.97,0.15,0.92
"38923","armament",0.54,0.33,0.73,0.71
"38924","armaments",1.07,0.42,0.96,0.63
"38925","armature",0.57,0.32,0.85,0.85
"38926","armband",-0.02,0.97,-0.09,1
"38927","armenian",0.12,0.62,0.65,0.87
"38928","armful",-0.24,0.97,-0.63,1
"38929","armhole",0.11,1,-0.32,1
"38930","armies",-0.37,0.97,-0.42,0.96
"38931","armistice",0.46,0.76,0.7,0.84
"38932","armload",-0.21,0.91,-0.45,1
"38933","armoire",0.41,0.59,0.45,0.79
"38934","armor",-0.2,0.94,-0.45,1
"38935","armored",-0.19,0.97,-0.18,0.92
"38936","armory",-0.03,0.8,-0.27,0.96
"38937","armory's",0.46,0.83,0.16,0.96
"38938","armpit",-0.14,0.91,-0.25,0.96
"38939","armpits",0.06,0.88,-0.38,1
"38940","arms",-0.73,1,-0.76,1
"38941","arm's",-0.52,0.97,-0.64,1
"38942","armstrong",-0.27,1,-0.41,1
"38943","army",-0.61,0.97,-0.73,1
"38944","army's",-0.46,0.97,-0.53,1
"38945","arnold",-0.46,0.97,-0.45,1
"38946","arnold's",-0.21,0.94,-0.43,1
"38947","aroma",-0.51,0.91,-0.61,1
"38948","aromas",-0.02,0.94,-0.33,0.96
"38949","aromatic",-0.05,0.91,0.11,1
"38950","arose",-0.61,0.97,-0.54,0.96
"38951","around",-0.63,1,-0.69,1
"38952","arousal",-0.5,0.94,-0.51,1
"38953","arouse",-0.31,0.97,-0.59,0.96
"38954","aroused",-0.41,1,-0.65,1
"38955","arouses",-0.16,0.97,-0.46,0.93
"38956","arousing",-0.25,0.94,-0.42,0.96
"38957","arpeggio",1.38,0.21,1.3,0.67
"38958","arraign",0.82,0.51,0.05,0.91
"38959","arraigned",0.33,0.67,0.12,0.85
"38960","arraigning",1.01,0.43,0.27,0.7
"38961","arraignment",0.78,0.42,0.13,0.89
"38962","arrange",-0.47,0.97,-0.61,1
"38963","arranged",-0.51,1,-0.5,1
"38964","arrangement",-0.38,0.97,-0.41,1
"38965","arrangements",-0.2,0.97,-0.53,1
"38966","arranges",-0.15,0.94,-0.37,1
"38967","arranging",-0.09,1,-0.35,1
"38968","arrant",-0.04,0.35,0.12,0.56
"38969","ambiguities",0.6,0.85,0.19,0.92
"38970","ambiguity",0.08,0.97,0.08,0.85
"38971","ambiguous",0.04,1,-0.09,0.96
"38972","ambition",-0.35,0.97,-0.05,1
"38973","ambitions",-0.14,0.94,-0.26,1
"38974","ambitious",-0.21,0.94,-0.24,1
"38975","ambitiously",0.34,0.94,0.15,1
"38976","ambivalence",0.25,0.83,0.07,1
"38977","ambivalent",0.24,0.88,0.17,0.89
"38978","amble",-0.44,0.91,-0.52,0.93
"38979","ambled",0.11,0.69,-0.27,0.79
"38980","ambling",-0.18,0.5,-0.26,0.89
"38981","ambrose",0.4,0.76,0.07,0.88
"38982","ambrosia",-0.13,0.82,0,0.88
"38983","ambrosial",1,0.33,0.56,0.64
"38984","ambulance",0.01,1,-0.34,0.96
"38985","ambulances",-0.01,0.94,0.06,1
"38986","ambulatory",0.36,0.88,0.63,0.96
"38987","ambuscade",0.54,0.1,1.37,0.4
"38988","ambush",-0.16,0.94,-0.41,1
"38989","ambushed",0.11,0.94,-0.09,1
"38990","ambushes",0.25,0.91,-0.35,0.96
"38991","amelia's",-0.06,0.91,-0.05,1
"38992","ameliorate",0.45,0.33,0.62,0.86
"38993","amen",-0.56,0.97,-0.28,0.96
"38994","amenable",0.61,0.64,0.82,0.79
"38995","amend",0.01,0.85,-0.15,0.96
"38996","amendable",0.34,0.91,0.17,0.92
"38997","amended",-0.13,0.97,-0.44,0.96
"38998","amending",-0.12,0.97,-0.32,0.96
"38999","amendment",0.02,0.97,0.31,0.96
"39000","amendments",0.04,0.94,0.11,1
"39001","amendment's",0.35,0.94,0.2,0.96
"39002","amenity",0.54,0.75,0.75,0.85
"39003","america",-0.47,1,-0.57,0.96
"39004","american",-0.48,0.97,-0.62,1
"39005","americana",0.24,0.81,-0.19,0.89
"39006","americanize",0.93,0.85,0.09,1
"39007","americans",-0.62,1,-0.57,1
"39008","american's",-0.27,1,-0.59,0.96
"39009","americas",0,1,-0.32,1
"39010","america's",-0.4,0.94,-0.53,1
"39011","amethyst",0.16,0.56,0.59,0.88
"39012","amiable",-0.05,0.82,0.08,0.83
"39013","amicable",0.23,0.74,0.49,0.87
"39014","amicably",0.23,0.7,0.41,0.61
"39015","amid",0.05,0.91,-0.37,1
"39016","amide",0.05,0.38,-0.05,0.58
"39017","amidst",0.21,0.82,-0.06,0.7
"39018","amigo",0.12,0.7,-0.4,1
"39019","amino",0.41,0.72,0.13,0.85
"39020","amiss",-0.18,0.48,-0.33,0.93
"39021","amity",0.12,0.53,0.25,0.81
"39022","ammo",-0.08,0.73,-0.05,0.97
"39023","ammonia",-0.04,0.97,-0.05,0.96
"39024","ammonium",0.64,0.68,0.46,0.93
"39025","ammunition",0.08,0.84,0.6,0.96
"39026","amnesia",-0.24,1,-0.19,1
"39027","amnesty",-0.04,0.79,0.3,0.96
"39028","amoeba",0,0.79,0.25,0.81
"39029","amok",0.39,0.28,-0.06,0.78
"39030","among",-0.35,0.97,-0.61,1
"39031","amongst",-0.01,0.81,-0.13,1
"39032","amoral",0.51,0.84,0.25,0.83
"39033","amorist",0.06,0.29,0.22,0.77
"39034","amorality",0.66,0.87,0.82,0.7
"39035","amorous",0.45,0.71,0.72,0.83
"39036","amorphous",0.3,0.73,0.67,0.63
"39037","amorphously",0.98,0.53,0.75,0.79
"39038","amortization",1.39,0.21,0.86,0.76
"39039","amortize",0.06,0.26,0.47,0.55
"39040","amory",0.1,0.59,-0.09,0.63
"39041","amount",-0.59,1,-0.6,1
"39042","amounted",0.2,0.8,-0.28,1
"39043","amounting",0.27,0.76,-0.25,0.96
"39044","amounts",-0.5,0.94,-0.75,1
"39045","amour",0.13,0.7,0.11,0.71
"39046","amp",-0.18,0.73,-0.41,1
"39047","ampere",0.59,0.32,0.36,0.67
"39048","ampersand",0.45,0.23,0.46,0.86
"39049","amphetamine",0.78,0.78,1.27,0.76
"39050","amphetamines",1.17,0.74,1.74,0.9
"39051","amphibian",0.36,0.84,0.35,1
"39052","amphibious",0.54,0.76,0.82,0.92
"39053","amusement",-0.11,0.94,-0.01,1
"39054","amusements",0.2,0.97,-0.08,1
"39055","amphitheater",0.41,0.96,0.27,0.88
"39056","ample",-0.24,0.97,-0.53,0.97
"39057","amplification",0.11,0.91,0.11,0.96
"39058","amplified",-0.26,0.97,-0.36,1
"39059","amplifier",-0.15,1,-0.27,0.96
"39060","amplifiers",-0.05,0.91,-0.19,1
"39061","amplify",-0.59,0.97,-0.42,1
"39062","amplifying",-0.1,1,-0.22,1
"39063","amplitude",-0.17,0.94,0.03,0.92
"39064","amply",0.06,0.71,0.26,0.92
"39065","amputate",0.23,0.82,-0.11,1
"39066","amputated",0.25,0.94,0.25,1
"39067","amputation",0.13,0.87,0.25,1
"39068","amputee",0.24,0.71,0.11,0.96
"39069","amsterdam",0.17,0.94,-0.12,1
"39070","amuck",0.31,0.36,-0.31,0.82
"39071","amulet",0.22,0.68,-0.12,0.88
"39072","amulets",0.25,0.63,0.04,0.88
"39073","amuse",-0.41,0.97,-0.43,0.96
"39074","amused",-0.47,0.91,-0.39,1
"39075","amusedly",0.76,0.72,0.58,0.96
"39076","amusing",-0.38,0.94,-0.31,1
"39077","amusingly",0.33,0.94,-0.05,0.96
"39078","amy",-0.56,0.97,-0.67,1
"39079","an",-0.61,1,-0.42,1
"39080","anachronism",0.55,0.79,1.1,0.86
"39081","anachronisms",1.16,0.75,1.18,0.72
"39082","anachronistically",0.96,0.42,1.59,0.33
"39083","anaconda",0.14,0.91,0.11,0.96
"39084","anacondas",0.67,0.73,0.63,1
"39085","anaconda's",0.66,0.9,0.34,1
"39086","anaerobic",0.9,0.82,0.47,0.96
"39087","anaesthetic",0.82,0.89,0.99,0.86
"39088","anaesthetize",1.1,0.53,0.86,0.54
"39089","anagram",0.23,0.85,0.1,1
"39090","anal",-0.39,0.91,-0.19,0.96
"39091","analeptic",1.05,0.31,0.72,0.83
"39092","analogies",-0.19,0.94,0.28,0.84
"39093","analogous",0.04,0.91,0.41,0.75
"39094","analogy",-0.29,1,0.02,1
"39095","analysed",-0.05,0.77,-0.08,0.92
"39096","analyses",0.02,0.94,0.07,0.88
"39097","analysis",-0.39,0.97,-0.2,0.81
"39098","analyst",-0.27,0.94,-0.38,0.96
"39099","analysts",-0.01,1,-0.2,1
"39100","analyst's",-0.1,1,-0.09,0.89
"39101","analytic",0,0.97,0.34,1
"39102","analytical",0.02,0.97,-0.1,1
"39103","analytically",0.42,0.82,0.31,1
"39104","analyzable",0.89,0.76,0.93,0.91
"39105","analyze",-0.65,0.97,-0.27,1
"39106","analyzed",-0.41,1,-0.36,1
"39107","analyzer",0,0.94,-0.37,1
"39108","analyzes",-0.21,0.97,-0.26,0.96
"39109","analyzing",-0.45,1,-0.21,1
"39110","anarchic",0.63,0.93,1.15,0.74
"39111","anarchical",1.05,0.8,0.78,0.3
"39112","anarchism",0.37,0.83,0.41,0.79
"39113","anarchist",0.01,0.88,0.36,0.96
"39114","anarchy",-0.26,1,-0.22,1
"39115","anatomic",0.36,0.9,0.58,0.91
"39116","anatomy",-0.33,0.91,-0.17,0.96
"39117","ancestor",-0.43,0.97,-0.17,0.96
"39118","anatomical",0.27,0.94,0.47,0.93
"39119","anatomically",0.98,0.91,1.02,0.79
"39120","ancestors",-0.26,1,-0.06,1
"39121","ancestral",0.17,0.88,0.33,1
"39122","ancestry",-0.21,0.97,-0.21,1
"39123","anchor",-0.67,1,-0.41,1
"39124","anchorage",0.13,0.94,0.05,1
"39125","anchored",-0.47,1,-0.18,1
"39126","anchoring",-0.1,0.97,-0.2,0.96
"39127","anchorman",0.48,0.88,0.44,0.93
"39128","anchors",-0.41,0.97,-0.12,1
"39129","anchovy",0.61,0.44,1.01,0.85
"39130","ancient",-0.58,0.97,-0.51,0.95
"39131","anciently",0.28,0.85,0.56,0.92
"39132","ancients",-0.02,0.97,0.06,1
"39133","ancillary",0.35,0.36,1.06,0.64
"39134","and",-0.6,1,-0.62,1
"39135","andante",0.51,0.34,1.08,0.4
"39136","andean",0.56,0.45,1.03,0.59
"39137","andersen",0.31,0.82,0.05,1
"39138","andover",0.49,0.85,-0.23,0.93
"39139","andre",-0.17,0.94,-0.09,0.93
"39140","andrea",-0.4,1,0.07,0.96
"39141","andrew",-0.58,0.97,-0.45,1
"39142","androgynous",0.09,0.55,0.7,0.76
"39143","andy",-0.34,0.97,-0.69,1
"39144","andy's",-0.47,0.97,-0.42,1
"39145","anecdotal",0.21,0.67,0.82,0.62
"39146","anecdote",0.03,0.83,0.54,0.87
"39147","anecdotes",0.33,0.79,0.19,0.82
"39148","anemia",0.03,0.88,0.21,1
"39149","anemic",0.31,0.85,0.36,0.95
"39150","anemone",0.35,0.28,0.86,0.55
"39151","anesthetic",0.56,0.97,0.8,0.96
"39152","anesthetically",1.3,0.75,1.19,0.95
"39153","anesthetics",0.56,0.94,0.83,0.88
"39154","anesthetized",0.86,0.7,0.94,0.48
"39155","anew",-0.1,0.79,-0.54,0.96
"39156","angel",-0.61,1,-0.63,1
"39157","angelic",-0.07,0.94,-0.09,1
"39158","angelica",-0.05,0.94,0.21,1
"39159","angelina",0.35,0.94,0.64,0.92
"39160","angelo",-0.08,0.97,-0.02,0.92
"39161","angelo's",0.1,0.97,0.05,1
"39162","angels",-0.65,0.94,-0.56,1
"39163","angel's",-0.44,1,-0.5,0.96
"39164","anger",-0.59,1,-0.53,0.96
"39165","angered",-0.32,1,-0.59,1
"39166","angie",-0.29,1,-0.17,0.96
"39167","angle",-0.61,0.97,-0.29,1
"39168","angler",-0.17,0.74,-0.4,1
"39169","angles",-0.44,0.97,-0.04,0.93
"39170","anglican",0.2,0.87,0.55,0.79
"39171","anglicanism",0.97,0.4,1.36,0.5
"39172","anglicans",0.21,0.88,0.81,0.83
"39173","anglicism",0.96,0.56,0.67,0.57
"39174","anglicize",0.66,0.32,1.04,0.33
"39175","angling",0.47,0.76,-0.07,0.89
"39176","anglophile",1.1,0.35,1.12,0.59
"39177","anglophilia",1.92,0.26,1.67,0.62
"39178","anglophobe",0.49,0.28,1.52,0.57
"39179","angola",0.25,0.74,0.48,0.77
"39180","angora",0.45,0.6,0.34,0.96
"39181","anglophobia",0.91,0.4,1.49,0.95
"39182","angriest",0.6,0.73,0.28,1
"39183","angrily",-0.21,0.94,-0.37,1
"39184","angry",-0.81,0.97,-0.55,1
"39185","angst",-0.04,0.56,-0.4,0.85
"39186","anguish",-0.19,0.97,-0.36,1
"39187","anguished",0.05,0.97,-0.11,1
"39188","angular",0.16,0.91,-0.21,1
"39189","anhydrous",1.2,0.19,2.09,0.38
"39190","anhydrously",1.62,0.06,1.52,0.46
"39191","animal",-0.54,1,-0.61,1
"39192","animalism",0.33,0.88,0.17,0.92
"39193","animals",-0.59,0.97,-0.55,1
"39194","animal's",-0.35,1,-0.57,1
"39195","animate",-0.32,1,-0.31,1
"39196","animated",-0.29,1,-0.27,1
"39197","animation",-0.09,1,-0.13,1
"39198","animism",0.66,0.43,0.62,0.7
"39199","animosity",0.35,0.91,0.42,1
"39200","anion",0,0.42,0.61,0.52
"39201","anionic",1.51,0.24,1.36,0.5
"39202","aniseed",0.66,0.13,0.55,0.45
"39203","anita",-0.22,1,-0.11,0.96
"39204","ankle",-0.59,0.97,-0.73,1
"39205","ankles",-0.54,0.94,-0.62,1
"39206","anklet",-0.35,0.88,-0.19,1
"39207","ann",-0.7,0.94,-0.58,1
"39208","anna",-0.46,1,-0.43,1
"39209","annals",0.16,0.42,0.92,0.8
"39210","annapolis",0.12,0.78,0.36,0.92
"39211","anne",-0.58,0.97,-0.4,1
"39212","anne's",-0.37,0.97,-0.38,1
"39213","annex",-0.31,0.94,-0.32,0.96
"39214","annexation",0.5,0.64,0.47,0.96
"39215","annie",-0.3,1,-0.2,1
"39216","annihilate",0.77,0.64,0.55,0.8
"39217","annihilation",0.26,0.73,0.76,0.92
"39218","anniversaries",0.52,0.93,0.23,0.96
"39219","anniversary",0.05,1,-0.02,1
"39220","annotate",0.19,0.88,0.73,0.77
"39221","announce",-0.37,0.94,-0.44,0.96
"39222","announced",-0.32,1,-0.36,1
"39223","annotation",0.45,0.79,0.55,0.92
"39224","announcement",-0.09,0.97,-0.33,1
"39225","announcements",0.24,0.94,-0.07,0.92
"39226","announcer",-0.26,0.94,-0.39,1
"39227","announcers",-0.11,0.97,-0.29,0.96
"39228","announcer's",0.09,0.94,-0.3,1
"39229","announces",-0.08,1,-0.46,1
"39230","announcing",-0.01,0.97,-0.39,1
"39231","annoy",-0.48,0.97,-0.3,0.96
"39232","annoyance",-0.11,0.97,-0.22,0.96
"39233","annoyances",0.26,0.88,-0.13,1
"39234","annoyed",-0.14,0.94,-0.38,1
"39235","annoying",-0.44,1,-0.6,1
"39236","annoys",-0.07,0.85,-0.33,1
"39237","ann's",-0.45,1,-0.45,0.92
"39238","annual",-0.23,0.91,-0.39,1
"39239","annually",-0.23,1,-0.28,1
"39240","annuity",0.26,0.73,0.37,0.82
"39241","annul",0.81,0.68,0.44,0.65
"39242","annulment",0.8,0.61,0.67,0.91
"39243","annum",1.53,0.18,0.54,0.5
"39244","annunciated",0.56,0.53,0.88,0.92
"39245","annunciation",0.69,0.69,0.94,0.9
"39246","anode",0.28,0.44,0.09,0.73
"39247","anodes",0.3,0.31,0.44,0.65
"39248","anoint",0.27,0.71,-0.07,0.88
"39249","anointment",1.2,0.64,0.53,0.88
"39250","anomalies",0.73,0.65,0.5,0.88
"39251","anomalous",0.61,0.65,0.94,0.77
"39252","anomaly",0.55,0.62,0.39,0.88
"39253","anomic",0.41,0.45,0.34,0.76
"39254","anomie",0.31,0.2,1.08,0.41
"39255","anon",0.21,0.38,0.02,0.77
"39256","anonymity",0.71,0.78,0.55,0.44
"39257","anonymous",-0.13,1,-0.27,1
"39258","anorexia",0.24,0.91,-0.12,1
"39259","another",-0.69,1,-0.81,1
"39260","another's",-0.34,1,-0.43,0.96
"39261","answer",-0.73,1,-0.64,1
"39262","answerable",-0.09,0.94,-0.11,1
"39263","answered",-0.39,1,-0.56,0.96
"39264","answering",-0.26,0.97,-0.48,1
"39265","answers",-0.53,1,-0.52,1
"39266","ant",-0.61,0.94,-0.55,0.96
"39267","antacid",0.08,0.79,0.19,0.96
"39268","antagonism",0.28,0.97,0.54,0.92
"39269","antagonisms",0.35,0.93,0.78,0.92
"39270","antagonist",-0.1,0.91,0.28,0.96
"39271","antagonistic",0.36,0.88,0.48,0.81
"39272","antagonists",0.01,0.97,0.34,1
"39273","antagonize",0.11,0.94,0.07,0.96
"39274","antarctic",0.3,0.85,0.44,0.84
"39275","antarctica",0.23,0.87,0.59,0.96
"39276","ante",0.3,0.35,0.38,0.67
"39277","anteater",0.97,0.5,0.67,0.92
"39278","antecede",0.52,0.74,0.45,0.88
"39279","antecedent",0.38,0.81,0.63,0.87
"39280","antecedents",0.48,0.94,0.69,0.91
"39281","antechamber",0.96,0.42,1.27,0.83
"39282","antedate",0.78,0.42,1.06,0.39
"39283","antelope",-0.22,0.97,-0.23,1
"39284","antenna",-0.17,0.94,-0.1,1
"39285","antennae",0.31,0.84,0.44,0.8
"39286","antennas",0.08,0.97,0.06,1
"39287","anterior",-0.01,0.73,0.44,1
"39288","anteriors",0.38,0.7,0.23,0.85
"39289","anteroom",0.42,0.12,0.54,0.57
"39290","anthem",-0.2,0.97,-0.35,1
"39291","anthems",-0.04,0.91,-0.09,1
"39292","anthill",0.15,0.74,0.27,1
"39293","anthologize",1.2,0.52,1.04,0.72
"39294","anthology",-0.1,0.91,0.2,0.96
"39295","anthony",-0.3,0.94,-0.22,1
"39296","anthony's",-0.23,0.97,-0.27,1
"39297","anthrax",-0.17,0.9,-0.24,1
"39298","anthropocentric",1.06,0.48,1.63,0.54
"39299","anthropoid",0.46,0.82,0.48,0.84
"39300","anthropological",0.48,0.97,0.87,0.69
"39301","anthropologist",0.24,0.97,0.24,1
"39302","anthropologists",0.27,0.87,0.22,0.93
"39303","antibiotics",0.01,0.97,0.2,1
"39304","antibodies",-0.29,1,-0.17,1
"39305","antibody",-0.22,0.97,-0.01,1
"39306","anthropology",0.17,1,0.21,0.96
"39307","anthropomorphic",1.36,0.57,1.2,0.56
"39308","anthropomorphism",1.33,0.52,1.17,0.45
"39309","antiaircraft",1.7,0.52,1.3,0.94
"39310","antibiotic",0.08,0.94,-0.05,0.96
"39311","antic",-0.19,0.67,-0.13,1
"39312","anticipate",-0.12,1,0.04,1
"39313","anticipated",-0.33,0.94,-0.05,0.96
"39314","anticipates",-0.1,0.97,0,1
"39315","anticipating",-0.12,0.94,-0.16,1
"39316","anticipation",-0.01,0.97,-0.2,1
"39317","anticipations",0.13,0.94,-0.08,0.93
"39318","anticipatory",0.57,0.77,0.78,0.77
"39319","anticlerical",1.54,0.54,1.46,0.86
"39320","anticlimax",0.86,0.67,0.75,0.92
"39321","anticoagulation",1.47,0.62,1.53,0.73
"39322","antics",0.05,0.91,-0.15,1
"39323","antidote",-0.03,0.85,-0.19,0.92
"39324","antietam",0.62,0.21,0.88,0.42
"39325","antifreeze",0,0.97,-0.21,0.96
"39326","antifundamentalist",1.63,0.83,1.3,0.91
"39327","antigua",1.01,0.56,0.26,0.88
"39328","antihero",0.95,0.56,0.51,0.89
"39329","antihistamine",0.75,0.66,1.38,0.94
"39330","antimatter",0.74,0.36,1.21,0.67
"39331","antipathy",0.34,0.75,0.63,0.81
